household_id,city_id,household_type_en,total_households,total_households_with_car,household_hascar_perc_of_total,cardata_year
16801,452,1 person Household,1257,840,66.83,2022
16896,471,1 person Household,2403,1437,59.8,2022
17521,13,1 person Household,5110,3127,61.19,2023
17566,22,1 person Household,1407,784,55.72,2023
17586,26,1 person Household,2616,1633,62.42,2023
17951,99,1 person Household,560,349,62.32,2023
18456,200,1 person Household,2204,1345,61.03,2023
18801,269,1 person Household,2102,1491,70.93,2023
19251,359,1 person Household,2056,1244,60.51,2023
19336,376,1 person Household,2582,1431,55.42,2023
19386,386,1 person Household,3429,1967,57.36,2023
19561,421,1 person Household,1598,1025,64.14,2023
19986,506,1 person Household,1120,781,69.73,2023
611,123,1 person Household,1595,1079,67.65,2017
1136,228,1 person Household,364,243,66.76,2017
1221,245,1 person Household,348,225,64.66,2017
1241,249,1 person Household,2099,1186,56.5,2017
1316,264,1 person Household,14418,6877,47.7,2017
1936,388,1 person Household,178,120,67.42,2017
1961,393,1 person Household,1415,872,61.63,2017
2001,401,1 person Household,2825,1700,60.18,2017
2041,409,1 person Household,3519,1819,51.69,2017
2301,462,1 person Household,864,527,61.0,2017
2491,500,1 person Household,1297,875,67.46,2017
2501,502,1 person Household,562,376,66.9,2017
2691,540,1 person Household,5044,2714,53.81,2017
2711,544,1 person Household,6773,3456,51.03,2017
2961,11,1 person Household,2569,1531,59.6,2018
3121,43,1 person Household,1291,665,51.51,2018
3246,68,1 person Household,2212,1303,58.91,2018
3471,113,1 person Household,738,469,63.55,2018
4611,341,1 person Household,862,544,63.11,2018
4826,384,1 person Household,4667,2377,50.93,2018
4946,408,1 person Household,4565,2642,57.88,2018
5026,425,1 person Household,3781,2105,55.67,2018
5121,444,1 person Household,491,322,65.58,2018
5471,514,1 person Household,1008,652,64.68,2018
5961,29,1 person Household,2076,1329,64.02,2019
6081,53,1 person Household,1610,981,60.93,2019
6506,138,1 person Household,9440,4523,47.91,2019
6726,182,1 person Household,3222,1920,59.59,2019
6851,207,1 person Household,574,406,70.73,2019
6976,232,1 person Household,2496,1396,55.93,2019
7121,261,1 person Household,663,429,64.71,2019
7316,300,1 person Household,958,615,64.2,2019
7481,333,1 person Household,490,320,65.31,2019
7586,354,1 person Household,21918,9672,44.13,2019
7971,432,1 person Household,1037,708,68.27,2019
8101,458,1 person Household,789,480,60.84,2019
8326,503,1 person Household,735,492,66.94,2019
8386,515,1 person Household,3167,1729,54.59,2019
9081,71,1 person Household,44043,9740,22.11,2020
9166,88,1 person Household,4940,2372,48.02,2020
9591,173,1 person Household,1305,851,65.21,2020
9831,221,1 person Household,414,298,71.98,2020
10121,279,1 person Household,709,477,67.28,2020
10651,385,1 person Household,2415,1481,61.33,2020
10846,425,1 person Household,4062,2269,55.86,2020
10856,427,1 person Household,858,524,61.07,2020
10971,450,1 person Household,690,427,61.88,2020
11001,456,1 person Household,1283,784,61.11,2020
11246,505,1 person Household,1384,1011,73.05,2020
11431,542,1 person Household,4053,2406,59.36,2020
11541,564,1 person Household,1151,674,58.56,2020
11546,565,1 person Household,729,482,66.12,2020
11906,54,1 person Household,969,540,55.73,2021
11976,68,1 person Household,2344,1422,60.67,2021
12106,94,1 person Household,2090,1290,61.72,2021
12476,168,1 person Household,901,577,64.04,2021
13881,450,1 person Household,701,438,62.48,2021
14111,496,1 person Household,1221,810,66.34,2021
14141,502,1 person Household,631,441,69.89,2021
14746,40,1 person Household,804,506,62.94,2022
14801,51,1 person Household,1170,749,64.02,2022
14941,79,1 person Household,23445,6165,26.3,2022
15611,213,1 person Household,731,510,69.77,2022
15691,229,1 person Household,742,502,67.65,2022
16351,361,1 person Household,974,643,66.02,2022
16846,461,1 person Household,2123,1215,57.23,2022
17531,15,1 person Household,1159,717,61.86,2023
17966,102,1 person Household,2309,1333,57.73,2023
18116,132,1 person Household,1283,882,68.75,2023
18241,157,1 person Household,3078,1769,57.47,2023
18481,205,1 person Household,1198,813,67.86,2023
18826,274,1 person Household,322,230,71.43,2023
18971,303,1 person Household,852,533,62.56,2023
19311,371,1 person Household,6477,3789,58.5,2023
19366,382,1 person Household,1628,1011,62.1,2023
19456,400,1 person Household,629,425,67.57,2023
20226,554,1 person Household,325,210,64.62,2023
396,80,1 person Household,3510,1432,40.8,2017
471,95,1 person Household,19353,8760,45.26,2017
721,145,1 person Household,1882,1134,60.26,2017
831,167,1 person Household,7401,3888,52.53,2017
856,172,1 person Household,12713,7029,55.29,2017
1106,222,1 person Household,859,589,68.57,2017
1261,253,1 person Household,1139,806,70.76,2017
1546,310,1 person Household,284,170,59.86,2017
1996,400,1 person Household,526,344,65.4,2017
2061,413,1 person Household,977,656,67.14,2017
2126,427,1 person Household,808,472,58.42,2017
2401,482,1 person Household,1598,943,59.01,2017
2586,519,1 person Household,4757,2884,60.63,2017
2871,576,1 person Household,2249,1223,54.38,2017
3286,76,1 person Household,8320,2980,35.82,2018
3331,85,1 person Household,7667,3724,48.57,2018
3386,96,1 person Household,1605,883,55.02,2018
3426,104,1 person Household,1667,899,53.93,2018
3481,115,1 person Household,1265,755,59.68,2018
3911,201,1 person Household,624,414,66.35,2018
4256,270,1 person Household,1100,648,58.91,2018
4261,271,1 person Household,437,299,68.42,2018
4401,299,1 person Household,674,429,63.65,2018
4621,343,1 person Household,1341,835,62.27,2018
4906,400,1 person Household,553,357,64.56,2018
5356,491,1 person Household,2120,1372,64.72,2018
5496,519,1 person Household,4768,2887,60.55,2018
5601,540,1 person Household,5166,2770,53.62,2018
5821,1,1 person Household,1555,1013,65.14,2019
5876,12,1 person Household,1579,861,54.53,2019
6011,39,1 person Household,1198,728,60.77,2019
6351,107,1 person Household,3134,1598,50.99,2019
6441,125,1 person Household,981,542,55.25,2019
6551,147,1 person Household,2868,1437,50.1,2019
7031,243,1 person Household,1912,1038,54.29,2019
7246,286,1 person Household,480,297,61.88,2019
7431,323,1 person Household,345,243,70.43,2019
7831,403,1 person Household,2928,1800,61.48,2019
8471,532,1 person Household,889,556,62.54,2019
8736,2,1 person Household,103085,37921,36.79,2020
8816,18,1 person Household,2064,1349,65.36,2020
8916,38,1 person Household,12846,6204,48.3,2020
9316,118,1 person Household,3269,1789,54.73,2020
9921,239,1 person Household,4597,2322,50.51,2020
10266,308,1 person Household,473,308,65.12,2020
10296,314,1 person Household,809,495,61.19,2020
10396,334,1 person Household,754,474,62.86,2020
10526,360,1 person Household,4330,2229,51.48,2020
10571,369,1 person Household,1880,1115,59.31,2020
10676,390,1 person Household,870,555,63.79,2020
10686,392,1 person Household,1732,1137,65.65,2020
11116,479,1 person Household,1800,1207,67.06,2020
11986,70,1 person Household,21958,5868,26.72,2021
12471,167,1 person Household,8111,4406,54.32,2021
12696,212,1 person Household,2728,1557,57.07,2021
12711,215,1 person Household,514,332,64.59,2021
13056,284,1 person Household,2786,1632,58.58,2021
13171,307,1 person Household,548,377,68.8,2021
13416,356,1 person Household,425,274,64.47,2021
13621,397,1 person Household,3230,2038,63.1,2021
13831,440,1 person Household,5270,3146,59.7,2021
14386,551,1 person Household,1084,677,62.45,2021
14486,571,1 person Household,2858,1681,58.82,2021
15381,167,1 person Household,8242,4543,55.12,2022
15836,258,1 person Household,1386,806,58.15,2022
15901,271,1 person Household,476,332,69.75,2022
16736,439,1 person Household,3543,2054,57.97,2022
17101,512,1 person Household,1224,803,65.6,2022
17171,526,1 person Household,2845,1520,53.43,2022
17186,529,1 person Household,2731,1534,56.17,2022
17311,554,1 person Household,330,205,62.12,2022
17451,582,1 person Household,306,211,68.95,2022
17621,33,1 person Household,2199,1510,68.67,2023
17681,45,1 person Household,1531,971,63.42,2023
17691,47,1 person Household,2412,1585,65.71,2023
18331,175,1 person Household,1525,986,64.66,2023
18411,191,1 person Household,4422,2761,62.44,2023
18596,228,1 person Household,417,295,70.74,2023
18601,229,1 person Household,768,519,67.58,2023
18701,249,1 person Household,2437,1444,59.25,2023
18761,261,1 person Household,738,501,67.89,2023
19191,347,1 person Household,776,528,68.04,2023
19206,350,1 person Household,784,513,65.43,2023
19836,476,1 person Household,1202,754,62.73,2023
311,63,1 person Household,1197,690,57.64,2017
346,70,1 person Household,21324,6020,28.23,2017
411,83,1 person Household,5654,920,16.27,2017
616,124,1 person Household,1590,1078,67.8,2017
951,191,1 person Household,3635,2293,63.08,2017
1166,234,1 person Household,3079,1645,53.43,2017
1186,238,1 person Household,2116,1346,63.61,2017
1396,280,1 person Household,1822,1131,62.07,2017
1666,334,1 person Household,750,459,61.2,2017
1751,351,1 person Household,2289,1393,60.86,2017
1836,368,1 person Household,3231,2019,62.49,2017
1901,381,1 person Household,3688,2276,61.71,2017
2121,426,1 person Household,1753,1094,62.41,2017
2261,454,1 person Household,956,635,66.42,2017
2536,509,1 person Household,5939,2557,43.05,2017
3276,74,1 person Household,7233,2581,35.68,2018
3376,94,1 person Household,1999,1217,60.88,2018
3996,218,1 person Household,3054,1975,64.67,2018
4176,254,1 person Household,529,337,63.71,2018
4231,265,1 person Household,1361,840,61.72,2018
4371,293,1 person Household,220,144,65.45,2018
4896,398,1 person Household,2109,1371,65.01,2018
5266,473,1 person Household,999,664,66.47,2018
5341,488,1 person Household,2024,1152,56.92,2018
5416,503,1 person Household,723,486,67.22,2018
5731,566,1 person Household,2557,1455,56.9,2018
5991,35,1 person Household,1719,1133,65.91,2019
6061,49,1 person Household,2024,1313,64.87,2019
6116,60,1 person Household,914,543,59.41,2019
6186,74,1 person Household,7215,2590,35.9,2019
6231,83,1 person Household,5861,920,15.7,2019
6271,91,1 person Household,1733,911,52.57,2019
6386,114,1 person Household,1576,826,52.41,2019
6701,177,1 person Household,3289,2060,62.63,2019
6836,204,1 person Household,595,368,61.85,2019
6891,215,1 person Household,507,318,62.72,2019
7206,278,1 person Household,10580,4799,45.36,2019
7401,317,1 person Household,388,256,65.98,2019
7616,360,1 person Household,4304,2168,50.37,2019
8031,444,1 person Household,512,339,66.21,2019
8666,571,1 person Household,2768,1624,58.67,2019
8766,8,1 person Household,1543,957,62.02,2020
8921,39,1 person Household,1241,764,61.56,2020
9351,125,1 person Household,1030,559,54.27,2020
9456,146,1 person Household,2665,1462,54.86,2020
9621,179,1 person Household,2931,1822,62.16,2020
10076,270,1 person Household,1137,676,59.45,2020
10641,383,1 person Household,49353,19806,40.13,2020
11106,477,1 person Household,1766,1157,65.52,2020
11126,481,1 person Household,1164,783,67.27,2020
11131,482,1 person Household,1738,1017,58.52,2020
11211,498,1 person Household,1832,1075,58.68,2020
11326,521,1 person Household,1634,1044,63.89,2020
11371,530,1 person Household,2509,1202,47.91,2020
11391,534,1 person Household,1508,809,53.65,2020
11496,555,1 person Household,4972,2675,53.8,2020
11506,557,1 person Household,1350,843,62.44,2020
11726,18,1 person Household,2101,1364,64.92,2021
11736,20,1 person Household,1332,845,63.44,2021
11826,38,1 person Household,12917,6279,48.61,2021
11956,64,1 person Household,3261,1720,52.74,2021
12166,106,1 person Household,6008,2907,48.39,2021
12236,120,1 person Household,3692,1971,53.39,2021
12666,206,1 person Household,2155,1329,61.67,2021
12901,253,1 person Household,1228,914,74.43,2021
13201,313,1 person Household,502,334,66.53,2021
13626,398,1 person Household,2215,1458,65.82,2021
13841,442,1 person Household,934,587,62.85,2021
13991,472,1 person Household,1719,1097,63.82,2021
14176,509,1 person Household,6035,2705,44.82,2021
14221,518,1 person Household,3701,2440,65.93,2021
14331,540,1 person Household,5358,2934,54.76,2021
15146,120,1 person Household,3801,2011,52.91,2022
15166,124,1 person Household,1753,1222,69.71,2022
15411,173,1 person Household,1367,891,65.18,2022
15466,184,1 person Household,4267,2614,61.26,2022
16991,490,1 person Household,4697,2518,53.61,2022
17406,573,1 person Household,1964,1071,54.53,2022
17641,37,1 person Household,1979,1152,58.21,2023
17896,88,1 person Household,4908,2262,46.09,2023
18176,144,1 person Household,804,507,63.06,2023
18261,161,1 person Household,4171,2560,61.38,2023
18371,183,1 person Household,2401,1475,61.43,2023
18551,219,1 person Household,562,397,70.64,2023
18576,224,1 person Household,365,264,72.33,2023
18941,297,1 person Household,288,199,69.1,2023
19006,310,1 person Household,332,206,62.05,2023
19076,324,1 person Household,602,407,67.61,2023
19231,355,1 person Household,660,479,72.58,2023
19241,357,1 person Household,1689,1043,61.75,2023
19321,373,1 person Household,1833,1159,63.23,2023
19351,379,1 person Household,3831,1995,52.08,2023
19376,384,1 person Household,4986,2684,53.83,2023
19476,404,1 person Household,830,527,63.49,2023
19631,435,1 person Household,250,175,70.0,2023
19681,445,1 person Household,1029,635,61.71,2023
20096,528,1 person Household,1349,827,61.3,2023
20241,557,1 person Household,1466,928,63.3,2023
316,64,1 person Household,3051,1613,52.87,2017
391,79,1 person Household,22848,6511,28.5,2017
571,115,1 person Household,1277,738,57.79,2017
746,150,1 person Household,664,363,54.67,2017
1061,213,1 person Household,640,424,66.25,2017
1701,341,1 person Household,830,515,62.05,2017
1726,346,1 person Household,768,526,68.49,2017
1966,394,1 person Household,2384,1396,58.56,2017
2266,455,1 person Household,1183,785,66.36,2017
2541,510,1 person Household,1015,660,65.02,2017
2616,525,1 person Household,4478,1744,38.95,2017
2686,539,1 person Household,1482,825,55.67,2017
3056,30,1 person Household,3028,1771,58.49,2018
3091,37,1 person Household,1697,972,57.28,2018
3301,79,1 person Household,22427,6488,28.93,2018
3496,118,1 person Household,3100,1664,53.68,2018
3751,169,1 person Household,1098,679,61.84,2018
3886,196,1 person Household,499,313,62.73,2018
4096,238,1 person Household,2219,1417,63.86,2018
4126,244,1 person Household,521,330,63.34,2018
4131,245,1 person Household,369,232,62.87,2018
4801,379,1 person Household,3495,1785,51.07,2018
4966,412,1 person Household,1159,711,61.35,2018
5146,449,1 person Household,2459,1514,61.57,2018
5526,525,1 person Household,4601,1803,39.19,2018
5626,545,1 person Household,1056,639,60.51,2018
5631,546,1 person Household,4556,2600,57.07,2018
5676,555,1 person Household,4848,2583,53.28,2018
6236,84,1 person Household,12875,5307,41.22,2019
6646,166,1 person Household,2116,1320,62.38,2019
6846,206,1 person Household,2002,1192,59.54,2019
6926,222,1 person Household,897,639,71.24,2019
7866,410,1 person Household,2030,1270,62.56,2019
8096,457,1 person Household,1228,840,68.4,2019
8181,474,1 person Household,2665,1799,67.5,2019
8366,511,1 person Household,643,418,65.01,2019
8481,534,1 person Household,1460,766,52.47,2019
8561,550,1 person Household,845,525,62.13,2019
8691,576,1 person Household,2356,1325,56.24,2019
8786,12,1 person Household,1622,909,56.04,2020
9256,106,1 person Household,5891,2813,47.75,2020
10306,316,1 person Household,766,480,62.66,2020
10386,332,1 person Household,1450,842,58.07,2020
10481,351,1 person Household,2529,1589,62.83,2020
10616,378,1 person Household,2301,1497,65.06,2020
10636,382,1 person Household,1491,886,59.42,2020
10826,421,1 person Household,1528,918,60.08,2020
11436,543,1 person Household,1462,955,65.32,2020
11461,548,1 person Household,12229,6428,52.56,2020
11641,1,1 person Household,1637,1067,65.18,2021
11871,47,1 person Household,2238,1459,65.19,2021
12176,108,1 person Household,4666,2523,54.07,2021
13026,278,1 person Household,10637,4930,46.35,2021
13111,295,1 person Household,484,333,68.8,2021
13226,318,1 person Household,341,219,64.22,2021
